img_path,mask_path,img_w,img_h,n_boxes
D:\Claude\datasets\jomarkow/images\hard_hat_workers553.png,D:\Claude\datasets\ppe_masks\hard_hat_workers553_mask.png,415,416,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers554.png,D:\Claude\datasets\ppe_masks\hard_hat_workers554_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers555.png,D:\Claude\datasets\ppe_masks\hard_hat_workers555_mask.png,416,415,11
D:\Claude\datasets\jomarkow/images\hard_hat_workers556.png,D:\Claude\datasets\ppe_masks\hard_hat_workers556_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers557.png,D:\Claude\datasets\ppe_masks\hard_hat_workers557_mask.png,416,415,10
D:\Claude\datasets\jomarkow/images\hard_hat_workers558.png,D:\Claude\datasets\ppe_masks\hard_hat_workers558_mask.png,416,415,9
D:\Claude\datasets\jomarkow/images\hard_hat_workers559.png,D:\Claude\datasets\ppe_masks\hard_hat_workers559_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers56.png,D:\Claude\datasets\ppe_masks\hard_hat_workers56_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers560.png,D:\Claude\datasets\ppe_masks\hard_hat_workers560_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers561.png,D:\Claude\datasets\ppe_masks\hard_hat_workers561_mask.png,416,415,9
D:\Claude\datasets\jomarkow/images\hard_hat_workers562.png,D:\Claude\datasets\ppe_masks\hard_hat_workers562_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers563.png,D:\Claude\datasets\ppe_masks\hard_hat_workers563_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers564.png,D:\Claude\datasets\ppe_masks\hard_hat_workers564_mask.png,416,415,20
D:\Claude\datasets\jomarkow/images\hard_hat_workers565.png,D:\Claude\datasets\ppe_masks\hard_hat_workers565_mask.png,416,416,12
D:\Claude\datasets\jomarkow/images\hard_hat_workers566.png,D:\Claude\datasets\ppe_masks\hard_hat_workers566_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers567.png,D:\Claude\datasets\ppe_masks\hard_hat_workers567_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers568.png,D:\Claude\datasets\ppe_masks\hard_hat_workers568_mask.png,415,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers569.png,D:\Claude\datasets\ppe_masks\hard_hat_workers569_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers57.png,D:\Claude\datasets\ppe_masks\hard_hat_workers57_mask.png,416,416,8
D:\Claude\datasets\jomarkow/images\hard_hat_workers570.png,D:\Claude\datasets\ppe_masks\hard_hat_workers570_mask.png,416,416,10
D:\Claude\datasets\jomarkow/images\hard_hat_workers571.png,D:\Claude\datasets\ppe_masks\hard_hat_workers571_mask.png,416,416,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers572.png,D:\Claude\datasets\ppe_masks\hard_hat_workers572_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers573.png,D:\Claude\datasets\ppe_masks\hard_hat_workers573_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers574.png,D:\Claude\datasets\ppe_masks\hard_hat_workers574_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers575.png,D:\Claude\datasets\ppe_masks\hard_hat_workers575_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers576.png,D:\Claude\datasets\ppe_masks\hard_hat_workers576_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers577.png,D:\Claude\datasets\ppe_masks\hard_hat_workers577_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers578.png,D:\Claude\datasets\ppe_masks\hard_hat_workers578_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers579.png,D:\Claude\datasets\ppe_masks\hard_hat_workers579_mask.png,416,416,7
D:\Claude\datasets\jomarkow/images\hard_hat_workers58.png,D:\Claude\datasets\ppe_masks\hard_hat_workers58_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers580.png,D:\Claude\datasets\ppe_masks\hard_hat_workers580_mask.png,416,416,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers581.png,D:\Claude\datasets\ppe_masks\hard_hat_workers581_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers582.png,D:\Claude\datasets\ppe_masks\hard_hat_workers582_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers583.png,D:\Claude\datasets\ppe_masks\hard_hat_workers583_mask.png,416,415,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers584.png,D:\Claude\datasets\ppe_masks\hard_hat_workers584_mask.png,416,416,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers585.png,D:\Claude\datasets\ppe_masks\hard_hat_workers585_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers586.png,D:\Claude\datasets\ppe_masks\hard_hat_workers586_mask.png,415,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers587.png,D:\Claude\datasets\ppe_masks\hard_hat_workers587_mask.png,416,416,7
D:\Claude\datasets\jomarkow/images\hard_hat_workers588.png,D:\Claude\datasets\ppe_masks\hard_hat_workers588_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers589.png,D:\Claude\datasets\ppe_masks\hard_hat_workers589_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers59.png,D:\Claude\datasets\ppe_masks\hard_hat_workers59_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers590.png,D:\Claude\datasets\ppe_masks\hard_hat_workers590_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers591.png,D:\Claude\datasets\ppe_masks\hard_hat_workers591_mask.png,416,416,10
D:\Claude\datasets\jomarkow/images\hard_hat_workers592.png,D:\Claude\datasets\ppe_masks\hard_hat_workers592_mask.png,416,416,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers593.png,D:\Claude\datasets\ppe_masks\hard_hat_workers593_mask.png,416,416,15
D:\Claude\datasets\jomarkow/images\hard_hat_workers594.png,D:\Claude\datasets\ppe_masks\hard_hat_workers594_mask.png,416,415,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers595.png,D:\Claude\datasets\ppe_masks\hard_hat_workers595_mask.png,416,415,10
D:\Claude\datasets\jomarkow/images\hard_hat_workers596.png,D:\Claude\datasets\ppe_masks\hard_hat_workers596_mask.png,416,415,9
D:\Claude\datasets\jomarkow/images\hard_hat_workers597.png,D:\Claude\datasets\ppe_masks\hard_hat_workers597_mask.png,415,416,8
D:\Claude\datasets\jomarkow/images\hard_hat_workers598.png,D:\Claude\datasets\ppe_masks\hard_hat_workers598_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers599.png,D:\Claude\datasets\ppe_masks\hard_hat_workers599_mask.png,415,415,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers6.png,D:\Claude\datasets\ppe_masks\hard_hat_workers6_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers60.png,D:\Claude\datasets\ppe_masks\hard_hat_workers60_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers600.png,D:\Claude\datasets\ppe_masks\hard_hat_workers600_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers601.png,D:\Claude\datasets\ppe_masks\hard_hat_workers601_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers602.png,D:\Claude\datasets\ppe_masks\hard_hat_workers602_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers603.png,D:\Claude\datasets\ppe_masks\hard_hat_workers603_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers604.png,D:\Claude\datasets\ppe_masks\hard_hat_workers604_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers605.png,D:\Claude\datasets\ppe_masks\hard_hat_workers605_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers606.png,D:\Claude\datasets\ppe_masks\hard_hat_workers606_mask.png,416,415,13
D:\Claude\datasets\jomarkow/images\hard_hat_workers607.png,D:\Claude\datasets\ppe_masks\hard_hat_workers607_mask.png,416,415,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers608.png,D:\Claude\datasets\ppe_masks\hard_hat_workers608_mask.png,416,415,9
D:\Claude\datasets\jomarkow/images\hard_hat_workers609.png,D:\Claude\datasets\ppe_masks\hard_hat_workers609_mask.png,416,415,8
D:\Claude\datasets\jomarkow/images\hard_hat_workers61.png,D:\Claude\datasets\ppe_masks\hard_hat_workers61_mask.png,416,415,8
D:\Claude\datasets\jomarkow/images\hard_hat_workers610.png,D:\Claude\datasets\ppe_masks\hard_hat_workers610_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers611.png,D:\Claude\datasets\ppe_masks\hard_hat_workers611_mask.png,415,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers612.png,D:\Claude\datasets\ppe_masks\hard_hat_workers612_mask.png,416,415,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers613.png,D:\Claude\datasets\ppe_masks\hard_hat_workers613_mask.png,416,416,10
D:\Claude\datasets\jomarkow/images\hard_hat_workers614.png,D:\Claude\datasets\ppe_masks\hard_hat_workers614_mask.png,415,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers615.png,D:\Claude\datasets\ppe_masks\hard_hat_workers615_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers616.png,D:\Claude\datasets\ppe_masks\hard_hat_workers616_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers617.png,D:\Claude\datasets\ppe_masks\hard_hat_workers617_mask.png,416,416,13
D:\Claude\datasets\jomarkow/images\hard_hat_workers618.png,D:\Claude\datasets\ppe_masks\hard_hat_workers618_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers619.png,D:\Claude\datasets\ppe_masks\hard_hat_workers619_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers62.png,D:\Claude\datasets\ppe_masks\hard_hat_workers62_mask.png,415,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers620.png,D:\Claude\datasets\ppe_masks\hard_hat_workers620_mask.png,416,416,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers621.png,D:\Claude\datasets\ppe_masks\hard_hat_workers621_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers622.png,D:\Claude\datasets\ppe_masks\hard_hat_workers622_mask.png,415,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers623.png,D:\Claude\datasets\ppe_masks\hard_hat_workers623_mask.png,415,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers624.png,D:\Claude\datasets\ppe_masks\hard_hat_workers624_mask.png,416,416,9
D:\Claude\datasets\jomarkow/images\hard_hat_workers625.png,D:\Claude\datasets\ppe_masks\hard_hat_workers625_mask.png,416,415,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers626.png,D:\Claude\datasets\ppe_masks\hard_hat_workers626_mask.png,415,415,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers627.png,D:\Claude\datasets\ppe_masks\hard_hat_workers627_mask.png,416,415,6
D:\Claude\datasets\jomarkow/images\hard_hat_workers628.png,D:\Claude\datasets\ppe_masks\hard_hat_workers628_mask.png,416,415,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers629.png,D:\Claude\datasets\ppe_masks\hard_hat_workers629_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers63.png,D:\Claude\datasets\ppe_masks\hard_hat_workers63_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers630.png,D:\Claude\datasets\ppe_masks\hard_hat_workers630_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers631.png,D:\Claude\datasets\ppe_masks\hard_hat_workers631_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers632.png,D:\Claude\datasets\ppe_masks\hard_hat_workers632_mask.png,416,416,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers633.png,D:\Claude\datasets\ppe_masks\hard_hat_workers633_mask.png,416,416,8
D:\Claude\datasets\jomarkow/images\hard_hat_workers634.png,D:\Claude\datasets\ppe_masks\hard_hat_workers634_mask.png,416,415,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers635.png,D:\Claude\datasets\ppe_masks\hard_hat_workers635_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers636.png,D:\Claude\datasets\ppe_masks\hard_hat_workers636_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers637.png,D:\Claude\datasets\ppe_masks\hard_hat_workers637_mask.png,416,415,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers638.png,D:\Claude\datasets\ppe_masks\hard_hat_workers638_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers639.png,D:\Claude\datasets\ppe_masks\hard_hat_workers639_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers64.png,D:\Claude\datasets\ppe_masks\hard_hat_workers64_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers640.png,D:\Claude\datasets\ppe_masks\hard_hat_workers640_mask.png,416,416,9
D:\Claude\datasets\jomarkow/images\hard_hat_workers641.png,D:\Claude\datasets\ppe_masks\hard_hat_workers641_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers642.png,D:\Claude\datasets\ppe_masks\hard_hat_workers642_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers643.png,D:\Claude\datasets\ppe_masks\hard_hat_workers643_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers644.png,D:\Claude\datasets\ppe_masks\hard_hat_workers644_mask.png,416,415,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers645.png,D:\Claude\datasets\ppe_masks\hard_hat_workers645_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers646.png,D:\Claude\datasets\ppe_masks\hard_hat_workers646_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers647.png,D:\Claude\datasets\ppe_masks\hard_hat_workers647_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers648.png,D:\Claude\datasets\ppe_masks\hard_hat_workers648_mask.png,416,415,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers649.png,D:\Claude\datasets\ppe_masks\hard_hat_workers649_mask.png,416,416,8
D:\Claude\datasets\jomarkow/images\hard_hat_workers65.png,D:\Claude\datasets\ppe_masks\hard_hat_workers65_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers650.png,D:\Claude\datasets\ppe_masks\hard_hat_workers650_mask.png,416,416,9
D:\Claude\datasets\jomarkow/images\hard_hat_workers651.png,D:\Claude\datasets\ppe_masks\hard_hat_workers651_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers652.png,D:\Claude\datasets\ppe_masks\hard_hat_workers652_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers653.png,D:\Claude\datasets\ppe_masks\hard_hat_workers653_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers654.png,D:\Claude\datasets\ppe_masks\hard_hat_workers654_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers655.png,D:\Claude\datasets\ppe_masks\hard_hat_workers655_mask.png,416,415,17
D:\Claude\datasets\jomarkow/images\hard_hat_workers656.png,D:\Claude\datasets\ppe_masks\hard_hat_workers656_mask.png,416,415,7
D:\Claude\datasets\jomarkow/images\hard_hat_workers657.png,D:\Claude\datasets\ppe_masks\hard_hat_workers657_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers658.png,D:\Claude\datasets\ppe_masks\hard_hat_workers658_mask.png,416,416,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers659.png,D:\Claude\datasets\ppe_masks\hard_hat_workers659_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers66.png,D:\Claude\datasets\ppe_masks\hard_hat_workers66_mask.png,416,415,11
D:\Claude\datasets\jomarkow/images\hard_hat_workers660.png,D:\Claude\datasets\ppe_masks\hard_hat_workers660_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers661.png,D:\Claude\datasets\ppe_masks\hard_hat_workers661_mask.png,416,416,9
D:\Claude\datasets\jomarkow/images\hard_hat_workers662.png,D:\Claude\datasets\ppe_masks\hard_hat_workers662_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers663.png,D:\Claude\datasets\ppe_masks\hard_hat_workers663_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers664.png,D:\Claude\datasets\ppe_masks\hard_hat_workers664_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers665.png,D:\Claude\datasets\ppe_masks\hard_hat_workers665_mask.png,416,416,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers666.png,D:\Claude\datasets\ppe_masks\hard_hat_workers666_mask.png,416,416,7
D:\Claude\datasets\jomarkow/images\hard_hat_workers667.png,D:\Claude\datasets\ppe_masks\hard_hat_workers667_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers668.png,D:\Claude\datasets\ppe_masks\hard_hat_workers668_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers669.png,D:\Claude\datasets\ppe_masks\hard_hat_workers669_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers67.png,D:\Claude\datasets\ppe_masks\hard_hat_workers67_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers670.png,D:\Claude\datasets\ppe_masks\hard_hat_workers670_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers671.png,D:\Claude\datasets\ppe_masks\hard_hat_workers671_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers672.png,D:\Claude\datasets\ppe_masks\hard_hat_workers672_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers673.png,D:\Claude\datasets\ppe_masks\hard_hat_workers673_mask.png,416,415,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers674.png,D:\Claude\datasets\ppe_masks\hard_hat_workers674_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers675.png,D:\Claude\datasets\ppe_masks\hard_hat_workers675_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers676.png,D:\Claude\datasets\ppe_masks\hard_hat_workers676_mask.png,416,415,8
D:\Claude\datasets\jomarkow/images\hard_hat_workers677.png,D:\Claude\datasets\ppe_masks\hard_hat_workers677_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers678.png,D:\Claude\datasets\ppe_masks\hard_hat_workers678_mask.png,416,416,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers679.png,D:\Claude\datasets\ppe_masks\hard_hat_workers679_mask.png,416,415,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers68.png,D:\Claude\datasets\ppe_masks\hard_hat_workers68_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers680.png,D:\Claude\datasets\ppe_masks\hard_hat_workers680_mask.png,416,415,3
D:\Claude\datasets\jomarkow/images\hard_hat_workers681.png,D:\Claude\datasets\ppe_masks\hard_hat_workers681_mask.png,416,415,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers682.png,D:\Claude\datasets\ppe_masks\hard_hat_workers682_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers683.png,D:\Claude\datasets\ppe_masks\hard_hat_workers683_mask.png,416,416,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers684.png,D:\Claude\datasets\ppe_masks\hard_hat_workers684_mask.png,416,415,7
D:\Claude\datasets\jomarkow/images\hard_hat_workers685.png,D:\Claude\datasets\ppe_masks\hard_hat_workers685_mask.png,416,415,8
D:\Claude\datasets\jomarkow/images\hard_hat_workers686.png,D:\Claude\datasets\ppe_masks\hard_hat_workers686_mask.png,416,415,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers687.png,D:\Claude\datasets\ppe_masks\hard_hat_workers687_mask.png,416,416,1
D:\Claude\datasets\jomarkow/images\hard_hat_workers688.png,D:\Claude\datasets\ppe_masks\hard_hat_workers688_mask.png,416,415,2
D:\Claude\datasets\jomarkow/images\hard_hat_workers689.png,D:\Claude\datasets\ppe_masks\hard_hat_workers689_mask.png,416,416,4
D:\Claude\datasets\jomarkow/images\hard_hat_workers69.png,D:\Claude\datasets\ppe_masks\hard_hat_workers69_mask.png,416,416,12
D:\Claude\datasets\jomarkow/images\hard_hat_workers690.png,D:\Claude\datasets\ppe_masks\hard_hat_workers690_mask.png,416,415,14
D:\Claude\datasets\jomarkow/images\hard_hat_workers691.png,D:\Claude\datasets\ppe_masks\hard_hat_workers691_mask.png,416,415,5
D:\Claude\datasets\jomarkow/images\hard_hat_workers692.png,D:\Claude\datasets\ppe_masks\hard_hat_workers692_mask.png,416,415,12
D:\Claude\datasets\jomarkow/images\hard_hat_workers693.png,D:\Claude\datasets\ppe_masks\hard_hat_workers693_mask.png,416,415,11
